date,q_predicted,Store,prediction_datetime
2022-01-11 11:30:00,24.77451015643952,5.0,2022-07-15 00:52:22.438772
2022-01-11 11:30:00,11.166875161579991,9.0,2022-07-15 00:52:22.438772
2022-01-11 12:00:00,18.7584864065349,1.0,2022-07-15 00:52:22.438772
2022-01-11 12:00:00,28.122716792094934,5.0,2022-07-15 00:52:22.438772
2022-01-11 12:00:00,14.97584564157695,9.0,2022-07-15 00:52:22.438772
2022-01-11 12:30:00,22.315698871343997,1.0,2022-07-15 00:52:22.438772
2022-01-11 12:30:00,33.80554357898485,5.0,2022-07-15 00:52:22.438772
2022-01-11 12:30:00,16.930213081303943,9.0,2022-07-15 00:52:22.438772
2022-01-11 13:00:00,26.67284258066516,1.0,2022-07-15 00:52:22.438772
2022-01-11 13:00:00,33.724962280500165,5.0,2022-07-15 00:52:22.438772
2022-01-11 13:00:00,15.693054042106834,9.0,2022-07-15 00:52:22.438772
2022-01-11 13:30:00,31.50380185236149,1.0,2022-07-15 00:52:22.438772
2022-01-11 13:30:00,39.88449759440993,5.0,2022-07-15 00:52:22.438772
2022-01-11 13:30:00,20.81114445780078,9.0,2022-07-15 00:52:22.438772
2022-01-11 14:00:00,34.90042874221239,1.0,2022-07-15 00:52:22.438772
2022-01-11 14:00:00,46.96717153290295,5.0,2022-07-15 00:52:22.438772
2022-01-11 14:00:00,27.909941020419282,9.0,2022-07-15 00:52:22.438772
2022-01-11 14:30:00,35.63280395185121,1.0,2022-07-15 00:52:22.438772
2022-01-11 14:30:00,54.14557410153733,5.0,2022-07-15 00:52:22.438772
2022-01-11 14:30:00,25.37405055545939,9.0,2022-07-15 00:52:22.438772
2022-01-11 15:00:00,43.177898234685806,1.0,2022-07-15 00:52:22.438772
2022-01-11 15:00:00,62.84923039589346,5.0,2022-07-15 00:52:22.438772
2022-01-11 15:00:00,30.289121048337933,9.0,2022-07-15 00:52:22.438772
2022-01-11 15:30:00,46.15234320691127,1.0,2022-07-15 00:52:22.438772
2022-01-11 15:30:00,60.82487334893024,5.0,2022-07-15 00:52:22.438772
2022-01-11 15:30:00,26.99994181310015,9.0,2022-07-15 00:52:22.438772
2022-01-11 16:00:00,47.098455612766614,1.0,2022-07-15 00:52:22.438772
2022-01-11 16:00:00,67.74584678229326,5.0,2022-07-15 00:52:22.438772
2022-01-11 16:00:00,33.000931851104895,9.0,2022-07-15 00:52:22.438772
2022-01-11 16:30:00,44.3577986007176,1.0,2022-07-15 00:52:22.438772
2022-01-11 16:30:00,68.79016666536229,5.0,2022-07-15 00:52:22.438772
2022-01-11 16:30:00,31.826817853322947,9.0,2022-07-15 00:52:22.438772
2022-01-11 17:00:00,40.96817313819359,1.0,2022-07-15 00:52:22.438772
2022-01-11 17:00:00,65.4610353386497,5.0,2022-07-15 00:52:22.438772
2022-01-11 17:00:00,29.507592650431544,9.0,2022-07-15 00:52:22.438772
2022-01-11 17:30:00,42.02895923781719,1.0,2022-07-15 00:52:22.438772
2022-01-11 17:30:00,64.37150956740146,5.0,2022-07-15 00:52:22.438772
2022-01-11 17:30:00,29.013815707117175,9.0,2022-07-15 00:52:22.438772
2022-01-11 18:00:00,38.66226898078105,1.0,2022-07-15 00:52:22.438772
2022-01-11 18:00:00,63.00911280201375,5.0,2022-07-15 00:52:22.438772
2022-01-11 18:00:00,27.5716902321976,9.0,2022-07-15 00:52:22.438772
2022-01-11 18:30:00,40.688062256770436,1.0,2022-07-15 00:52:22.438772
2022-01-11 18:30:00,63.91740556516647,5.0,2022-07-15 00:52:22.438772
2022-01-11 18:30:00,27.054284892348203,9.0,2022-07-15 00:52:22.438772
2022-01-11 19:00:00,39.6412124912448,1.0,2022-07-15 00:52:22.438772
2022-01-11 19:00:00,62.62530395836028,5.0,2022-07-15 00:52:22.438772
2022-01-11 19:00:00,27.762247909953313,9.0,2022-07-15 00:52:22.438772
2022-01-11 19:30:00,42.86095807079394,1.0,2022-07-15 00:52:22.438772
2022-01-11 19:30:00,65.10517836058754,5.0,2022-07-15 00:52:22.438772
2022-01-11 19:30:00,33.145822015200025,9.0,2022-07-15 00:52:22.438772
2022-01-11 20:00:00,49.65145997196427,1.0,2022-07-15 00:52:22.438772
2022-01-11 20:00:00,72.37092028934262,5.0,2022-07-15 00:52:22.438772
2022-01-11 20:00:00,34.215502304636914,9.0,2022-07-15 00:52:22.438772
2022-01-11 20:30:00,52.3711763929983,1.0,2022-07-15 00:52:22.438772
2022-01-11 20:30:00,73.48806339334818,5.0,2022-07-15 00:52:22.438772
2022-01-11 20:30:00,30.88201504951773,9.0,2022-07-15 00:52:22.438772
2022-01-11 21:00:00,54.44036475984452,1.0,2022-07-15 00:52:22.438772
2022-01-11 21:00:00,84.84718737782165,5.0,2022-07-15 00:52:22.438772
2022-01-11 21:00:00,35.648058273935085,9.0,2022-07-15 00:52:22.438772
2022-01-11 21:30:00,51.1825825530561,1.0,2022-07-15 00:52:22.438772
2022-01-11 21:30:00,81.90597361007067,5.0,2022-07-15 00:52:22.438772
2022-01-11 21:30:00,36.711831530732304,9.0,2022-07-15 00:52:22.438772
2022-01-11 22:00:00,61.76936883733525,1.0,2022-07-15 00:52:22.438772
2022-01-11 22:00:00,86.25286917035596,5.0,2022-07-15 00:52:22.438772
